category,text,transformed_text
1,"URGENT! Your mobile number *************** WON a £2000 Bonus Caller prize on 10/06/03! This is the 2nd attempt to reach you! Call 09066368753 ASAP! Box 97N7QP, 150ppm",urgent mobile number bonus caller prize 2nd attempt reach call 09066368753 asap box 97n7qp 150ppm
0,You are a big chic. Common. Declare,big chic common declare
0,"Sorry, I'll call later In meeting.",sorry call later meeting
0,Mm umma ask vava also to come tell him can play later together,mm umma ask vava also come tell play later together
0,Send me your id and password,send id password
0,Yunny... I'm goin to be late,yunny goin late
0,Just nw i came to hme da..,nw came hme da
0,Did he just say somebody is named tampa,say somebody named tampa
0,Omg I want to scream. I weighed myself and I lost more weight! Woohoo!,omg want scream weighed lost weight woohoo
0,"Nah I don't think he goes to usf, he lives around here though",nah think goes usf lives around though
0,As if i wasn't having enough trouble sleeping.,enough trouble sleeping
0,A little. Meds say take once every 8 hours. It's only been 5 but pain is back. So I took another. Hope I don't die,little meds say take every 8 hours 5 pain back took another hope die
0,Good morning princess! Happy New Year!,good morning princess happy new year
0,"She is our sister.. She belongs 2 our family.. She is d hope of tomorrow.. Pray 4 her,who was fated 4 d Shoranur train incident. Lets hold our hands together &amp; fuelled by love &amp; concern prior 2 her grief &amp; pain. Pls join in dis chain &amp; pass it. STOP VIOLENCE AGAINST WOMEN.",sister belongs 2 family hope tomorrow pray 4 fated 4 shoranur train incident lets hold hands together amp fuelled love amp concern prior 2 grief amp pain pls join dis chain amp pass stop violence women
0,"Total disappointment, when I texted you was the craziest shit got :(",total disappointment texted craziest shit got
0,Ok lor...,ok lor
0,"Dear,Me at cherthala.in case u r coming cochin pls call bfore u start.i shall also reach accordingly.or tell me which day u r coming.tmorow i am engaged ans its holiday.",dear case u r coming cochin pls call bfore u shall also reach tell day u r engaged ans holiday
0,You were supposed to wake ME up &gt;:(,supposed wake gt
0,Wot is u up 2 then bitch?,wot u 2 bitch
1,Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468,natalie inviting friend reply see stop send stop frnd 62468
0,All e best 4 ur exam later.,e best 4 ur exam later
0,"Can you tell Shola to please go to college of medicine and visit the academic department, tell the academic secretary what the current situation is and ask if she can transfer there. She should ask someone to check Sagamu for the same thing and lautech. Its vital she completes her medical education in Nigeria. Its less expensive much less expensive. Unless she will be getting citizen rates in new zealand.",tell shola please go college medicine visit academic department tell academic secretary current situation ask transfer ask someone check sagamu thing lautech vital completes medical education nigeria less expensive much less expensive unless getting citizen rates new zealand
0,"The last thing i ever wanted to do was hurt you. And i didn't think it would have. You'd laugh, be embarassed, delete the tag and keep going. But as far as i knew, it wasn't even up. The fact that you even felt like i would do it to hurt you shows you really don't know me at all. It was messy wednesday, but it wasn't bad. The problem i have with it is you HAVE the time to clean it, but you choose not to. You skype, you take pictures, you sleep, you want to go out. I don't mind a few things here and there, but when you don't make the bed, when you throw laundry on top of it, when i can't have a friend in the house because i'm embarassed that there's underwear and bras strewn on the bed, pillows on the floor, that's something else. You used to be good about at least making the bed.",last thing ever wanted hurt think would laugh embarassed delete tag keep going far knew even fact even felt like would hurt shows really know messy wednesday bad problem time clean choose skype take pictures sleep want go mind things make bed throw laundry top ca friend house embarassed underwear bras strewn bed pillows floor something else used good least making bed
0,"Sorry, I'll call later in meeting",sorry call later meeting
0,MAKE SURE ALEX KNOWS HIS BIRTHDAY IS OVER IN FIFTEEN MINUTES AS FAR AS YOU'RE CONCERNED,make sure alex knows birthday fifteen minutes far concerned
1,URGENT! This is the 2nd attempt to contact U!U have WON £1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. max£7. 50,urgent 2nd attempt contact u u 09071512432 b4 300603t 50
0,I'm on da bus going home...,da bus going home
0,I am waiting machan. Call me once you free.,waiting machan call free
0,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL",people see msgs think iam addicted msging wrong bcoz know iam addicted sweet friends bslvyl
0,Yup... From what i remb... I think should be can book... ,yup remb think book
0,"Sorry pa, i dont knw who ru pa?",sorry pa dont knw ru pa
0,Pls give her prometazine syrup. 5mls then  &lt;#&gt; mins later feed.,pls give prometazine syrup 5mls lt gt mins later feed
0,Oh oh... Den muz change plan liao... Go back have to yan jiu again...,oh oh den muz change plan liao go back yan jiu
0,I am joining today formally.Pls keep praying.will talk later.,joining today keep talk later
0,WHEN THE FIRST STRIKE IS A RED ONE. THE BIRD + ANTELOPE BEGIN TOPLAY IN THE FIELDOF SELFINDEPENDENCE BELIEVE THIS + THE FLOWER OF CONTENTION WILL GROW.RANDOM!,first strike red one bird antelope begin toplay fieldof selfindependence believe flower contention
0,I wonder if you'll get this text?,wonder get text
0,Cramps stopped. Going back to sleep,cramps stopped going back sleep
0,I emailed yifeng my part oredi.. Can ü get it fr him..,emailed yifeng part oredi ü get fr
0,"Don't worry though, I understand how important it is that I be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me. Brb gonna go kill myself",worry though understand important put place poorly thought punishment face worst thing ever happened brb gon na go kill
1,FREE entry into our £250 weekly comp just send the word ENTER to 84128 NOW. 18 T&C www.textcomp.com cust care 08712405020.,free entry weekly comp send word enter 84128 18 c cust care 08712405020
0,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,per request melle oru minnaminunginte nurungu vettam set callertune callers press 9 copy friends callertune
1,PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05,private 2004 account statement 078498 7 shows 786 unredeemed bonus points claim call 08719180219 identifier code 45239 expires
0,Which channel:-):-):):-).,channel
0,Okie... Thanx...,okie thanx
0,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,ummmmmaah many many happy returns day dear sweet heart happy birthday dear
0,"I'm not coming over, do whatever you want",coming whatever want
0,"I wonder if your phone battery went dead ? I had to tell you, I love you babe",wonder phone battery went dead tell love babe
0,Do you work all this week ?,work week
0,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,opinion jada kusruthi lovable silent spl character matured stylish simple pls reply
0,Yes:)from last week itself i'm taking live call.,yes last week taking live call
0,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,raji pls favour pls convey birthday wishes nimya pls today birthday
0,"As usual..iam fine, happy &amp; doing well..:)",usual iam fine happy amp well
0,I just saw ron burgundy captaining a party boat so yeah,saw ron burgundy captaining party boat yeah
0,Pandy joined 4w technologies today.he got job..,pandy joined 4w technologies got job
0,I'm reaching home in 5 min.,reaching home 5 min
0,1 I don't have her number and 2 its gonna be a massive pain in the ass and i'd rather not get involved if that's possible,1 number 2 gon na massive pain ass rather get involved possible
0,Pansy! You've been living in a jungle for two years! Its my driving you should be more worried about!,pansy living jungle two years driving worried
0,Simply sitting and watching match in office..,simply sitting watching match office
0,No calls..messages..missed calls,calls messages missed calls
0,What i told before i tell. Stupid hear after i wont tell anything to you. You dad called to my brother and spoken. Not with me.,told tell stupid hear wont tell anything dad called brother spoken
0,What to think no one saying clearly. Ok leave no need to ask her. I will go if she come or not,think one saying clearly ok leave need ask go come
0,Oh ok..,oh ok
0,How would my ip address test that considering my computer isn't a minecraft server,would ip address test considering computer minecraft server
0,"Wa, ur openin sentence very formal... Anyway, i'm fine too, juz tt i'm eatin too much n puttin on weight...Haha... So anythin special happened?",wa ur openin sentence formal anyway fine juz tt eatin much n puttin weight haha anythin special happened
0,"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOODMORNING",beautiful truth gravity read carefully heart feels light someone feels heavy someone leaves goodmorning
0,"Sir, I have been late in paying rent for the past few months and had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thanks",sir late paying rent past months pay lt gt charge felt would inconsiderate nag something give great cost didnt speak however recession wont able pay charge month hence askin well ahead month end please help thanks
0,Shall I bring us a bottle of wine to keep us amused? Only joking! I‘ll bring one anyway,shall bring us bottle wine keep us amused joking bring one anyway
0,If u sending her home first it's ok lor. I'm not ready yet.,u sending home first ok lor ready yet
1,"For ur chance to win a £250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk",ur chance win cash every wk txt action c custcare 08712405022
0,"Sorry, was in the bathroom, sup",sorry bathroom sup
0,Leave it wif me lar... Ü wan to carry meh so heavy... Is da num 98321561 familiar to ü?,leave wif lar ü wan carry meh heavy da num 98321561 familiar ü
0,"Haha awesome, omw back now then",haha awesome omw back
0,Can i get your opinion on something first?,get opinion something first
0,Tomarrow i want to got to court. At  &lt;DECIMAL&gt; . So you come to bus stand at 9.,tomarrow want got court lt decimal gt come bus stand 9
0,"Awesome, I'll see you in a bit",awesome see bit
1,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU,someone u know asked dating service 2 contact cant guess call 09058091854 revealed po box385 m6 6wu
0,K do I need a login or anything,k need login anything
0,"Sorry, I'll call later",sorry call later
0,"My friend, she's studying at warwick, we've planned to go shopping and to concert tmw, but it may be canceled, havn't seen  for ages, yeah we should get together sometime!",friend studying warwick planned go shopping concert tmw may canceled hav seen ages yeah get together sometime
0,I plane to give on this month end.,plane give month end
0,Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-),ya knw u vl giv ok thanks kano anyway enjoy wit ur family wit 1st salary
0,Do u noe how 2 send files between 2 computers?,u noe 2 send files 2 computers
0,No da if you run that it activate the full version da.,da run activate full version da
0,I'm wif him now buying tix lar...,wif buying tix lar
0,Wewa is 130. Iriver 255. All 128 mb.,wewa iriver 128 mb
0,Juz now havent woke up so a bit blur blur... Can? Dad went out liao... I cant cum now oso...,juz havent woke bit blur blur dad went liao cant cum oso
1,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 £3/wk",free2day sexy st george day pic jordan txt pic 89080 dont miss every wk saucy celeb 4 pics c 0870241182716
0,"Alright, we're all set here, text the man",alright set text man
0,Id onluy matters when getting on from offcampus,id onluy matters getting offcampus
0,O was not into fps then.,fps
0,Hello which the site to download songs its urgent pls,hello site download songs urgent pls
0,Neshanth..tel me who r u?,neshanth tel r u
0,Prabha..i'm soryda..realy..frm heart i'm sory,prabha soryda realy frm heart sory
0,"Give her something to drink, if she takes it and doesn't vomit then you her temp might drop. If she unmits however let me know.",give something drink takes vomit temp might drop unmits however let know
0,LOL what happens in Vegas stays in vegas,lol happens vegas stays vegas
0,Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later.,wow healthy old airport rd lor cant thk anything else b bathing dog later
0,I liked the new mobile,liked new mobile
0,Is ur paper in e morn or aft tmr?,ur paper e morn aft tmr
0,"I can't, I don't have her number!",ca number
0,Yeah I'll try to scrounge something up,yeah try scrounge something
1,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. £1.50 SP:Tyrone,sunshine quiz wkly q win top sony dvd player u know country algarve txt ansr 82277 sp tyrone
0,"Aight yo, dats straight dogg",aight yo dats straight dogg
0,No i'm not gonna be able to. || too late notice. || i'll be home in a few weeks anyway. || what are the plans,gon na able late notice home weeks anyway plans
0,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.,yes really great bhaji told kallis best cricketer sachin world tough get
0,I was up all night too worrying about this appt. It's a shame we missed a girls night out with quizzes popcorn and you doing my hair.,night worrying appt shame missed girls night quizzes popcorn hair
0,Honey boo I'm missing u.,honey boo missing u
0,Never y lei... I v lazy... Got wat? Dat day ü send me da url cant work one...,never lei v lazy got wat dat day ü send da url cant work one
0,Ok lor wat time ü finish?,ok lor wat time ü finish
0,"Party's at my place at usf, no charge (but if you can contribute in any way it is greatly appreciated) and yeah, we got room for one more",party place usf charge contribute way greatly appreciated yeah got room one
0,No. I meant the calculation is the same. That  &lt;#&gt; units at  &lt;#&gt; . This school is really expensive. Have you started practicing your accent. Because its important. And have you decided if you are doing 4years of dental school or if you'll just do the nmde exam.,meant calculation lt gt units lt gt school really expensive started practicing accent important decided 4years dental school nmde exam
0,I called and said all to him:)then he have to choose this future.,called said choose future
0,Quite late lar... Ard 12 anyway i wun b drivin...,quite late lar ard 12 anyway wun b drivin
0,Still chance there. If you search hard you will get it..let have a try :),still chance search hard get let try
0,They finally came to fix the ceiling.,finally came fix ceiling
0,"K, wait chikku..il send aftr  &lt;#&gt; mins",k wait chikku il send aftr lt gt mins
0,"Oh! Shit, I thought that was your trip! Loooooool ... That just makes SO much more sense now ... *grins* and the sofa reference was ... The ""sleep on a couch"" link you sent me ... Wasn't that how you went on your trip ? Oh ... And didn't your babe go with you for that celebration with your rents?",oh shit thought trip loooooool makes much sense grins sofa reference sleep couch link sent went trip oh babe go celebration rents
0,"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine ""KUDI""yarasu dhina vaazhthukkal. ..",wiskey brandy rum gin beer vodka scotch shampain wine kudi yarasu dhina vaazhthukkal
0,Hey no I ad a crap nite was borin without ya 2 boggy with me u boring biatch! Thanx but u wait til nxt time il ave ya ,hey ad crap nite borin without ya 2 boggy u boring biatch thanx u wait til nxt time il ave ya
0,"Hmm ok, i'll stay for like an hour cos my eye is really sore!",hmm ok stay like hour cos eye really sore
0,WHITE FUDGE OREOS ARE IN STORES,white fudge oreos stores
0,Did u find a sitter for kaitlyn? I was sick and slept all day yesterday.,u find sitter kaitlyn sick slept day yesterday
1,Kit Strip - you have been billed 150p. Netcollex Ltd. PO Box 1013 IG11 OJA,kit strip billed 150p netcollex po box 1013 ig11 oja
0,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,wnt buy bmw car urgently vry hv shortage lt gt source arng dis amt lt gt lacs thats prob
0,"Sorry, I'll call later",sorry call later
0,I forgot 2 ask ü all smth.. There's a card on da present lei... How? Ü all want 2 write smth or sign on it?,forgot 2 ask ü smth card da present lei ü want 2 write smth sign
0,Its a great day. Do have yourself a beautiful one.,great day beautiful one
0,Just sleeping..and surfing,sleeping surfing
0,Once free call me sir. I am waiting for you.,free call sir waiting
0,Gud mrng dear have a nice day,gud mrng dear nice day
0,Hi neva worry bout da truth coz the truth will lead me 2 ur heart. Its the least a unique person like u deserve. Sleep tight or morning,hi neva worry bout da truth coz truth lead 2 ur heart least unique person like u deserve sleep tight morning
0,He fucking chickened out. He messaged me he would be late and woould buzz me and then I didn't hear a word from him,fucking chickened messaged would late woould buzz hear word
0,"Tunde, how are you doing. This is just wishing you a great day. Abiola.",tunde wishing great day abiola
0,You should get more chicken broth if you want ramen unless there's some I don't know about,get chicken broth want ramen unless know
0,I am on the way to ur home,way ur home
0,Still at west coast... Haiz... Ü'll take forever to come back...,still west coast haiz ü take forever come back
0,"Each Moment in a day,has its own value-Morning brings hope,afternoon brings faith,Evening brings luv,Night brings rest,Wish u find them all today.Good Morning",moment day brings hope afternoon brings faith evening brings luv night brings rest wish u find morning
1,Good Luck! Draw takes place 28th Feb 06. Good Luck! For removal send STOP to 87239 customer services 08708034412,good luck draw takes place 28th feb good luck removal send stop 87239 customer services 08708034412
0,"Think i might have to give it a miss. Am teaching til twelve, then have lecture at two. Damn this working thing.",think might give miss teaching til twelve lecture two damn working thing
0,I like dis sweater fr mango but no more my size already so irritating.,like dis sweater fr mango size already irritating
0,Then we gotta do it after that,got ta
1,"This is the 2nd attempt to contract U, you have won this weeks top prize of either £1000 cash or £200 prize. Just call 09066361921",2nd attempt contract u weeks top prize either cash prize call 09066361921
0,Got it. Seventeen pounds for seven hundred ml – hope ok.,got seventeen pounds seven hundred ml hope ok
0,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...,xmas story peace xmas msg love xmas miracle jesus hav blessed month ahead amp wish u merry xmas
0,Lil fever:) now fine:),lil fever fine
0,Chk in ur belovd ms dict,chk ur belovd ms dict
0,Exactly. Anyways how far. Is jide her to study or just visiting,exactly anyways far jide study visiting
0,Rofl. Its true to its name,rofl true name
0,Wait 2 min..stand at bus stop,wait 2 min stand bus stop
0,I'm watching lotr w my sis dis aft. So u wan 2 meet me 4 dinner at nite a not?,watching lotr w sis dis aft u wan 2 meet 4 dinner nite
0,How. Its a little difficult but its a simple way to enter this place,little difficult simple way enter place
0,Are you free now?can i call now?,free call
0,"I'm tired of arguing with you about this week after week. Do what you want and from now on, i'll do the same.",tired arguing week week want
0,Ok. But i finish at 6.,finish 6
0,Haha... can... But i'm having dinner with my cousin...,haha dinner cousin
0,"Thanx 4 the time weve spent 2geva, its bin mint! Ur my Baby and all I want is u!xxxx",thanx 4 time spent 2geva bin mint ur baby want u xxxx
1,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094594,u secret admirer looking 2 make contact r reveal thinks ur 09058094594
0,Allo! We have braved the buses and taken on the trains and triumphed. I mean we‘re in b‘ham. Have a jolly good rest of week,allo braved buses taken trains triumphed mean b ham jolly good rest week
1,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only,urgent mobile number awarded prize guaranteed call 09058094455 land line claim valid 12hrs
1,500 free text msgs. Just text ok to 80488 and we'll credit your account,500 free text msgs text ok 80488 credit account
0,"The affidavit says  &lt;#&gt;  E Twiggs St, division g, courtroom  &lt;#&gt; , &lt;TIME&gt;  AM. I'll double check and text you again tomorrow",affidavit says lt gt e twiggs st division g courtroom lt gt lt time gt double check text tomorrow
0,She.s good. She was wondering if you wont say hi but she.s smiling now. So how are you coping with the long distance,good wondering wont say hi smiling coping long distance
0,Not yet had..ya sapna aunty manege y'day hogidhe..chinnu full weak and swalpa black agidhane..,yet ya sapna aunty manege hogidhe chinnu full weak swalpa black agidhane
0,Havent still waitin as usual... Ü come back sch oredi?,havent still waitin usual ü come back sch oredi
0,I'm home. Ard wat time will u reach?,home ard wat time u reach
1,-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468,stop bootydelious inviting friend reply see stop send stop frnd 62468
0,I'm coming home 4 dinner.,coming home 4 dinner
0,No need for the drug anymore.,need drug anymore
0,Where @,
0,Eat jap done oso aft ur lect wat... Ü got lect at 12 rite... ,eat jap done oso aft ur lect wat ü got lect 12 rite
0,No let me do the math. Your not good at it.,let math good
0,Lmao you know me so well...,lmao know well
0,Yup...,yup
0,When u love someone Dont make them to love u as much as u do. But Love them so much that they dont want to be loved by anyone except you... Gud nit.,u love someone dont make love u much u love much dont want loved anyone except gud nit
0,"8 at the latest, g's still there if you can scrounge up some ammo and want to give the new ak a try",8 latest g still scrounge ammo want give new ak try
0,How's ur paper?,ur paper
0,"Hello! Just got here, st andrews-boy its a long way! Its cold. I will keep you posted",hello got st long way cold keep posted
0,Did you show him and wot did he say or could u not c him 4 dust?,show wot say could u c 4 dust
0,"'Wnevr i wana fal in luv vth my books, My bed fals in luv vth me..!'' . Yen madodu, nav pretsorginta, nammanna pretsovru important alwa....!!:) Gud eveB-).",wana fal luv vth books bed fals luv vth yen madodu nav pretsorginta nammanna pretsovru important alwa gud
0,"What are you doing in langport? Sorry, but I'll probably be in bed by 9pm. It sucks being ill at xmas! When do you and go2sri lanka? ",langport sorry probably bed 9pm sucks ill xmas go2sri lanka
0,How dare you change my ring,dare change ring
0,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,sad story man last week wife wish parents forgot n kids went work even colleagues wish
0,I cant pick the phone right now. Pls send a message,cant pick phone right pls send message
1,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0,private 2003 account statement shows 800 points call 08715203652 identifier code 42810 expires
0,I lost 4 pounds since my doc visit last week woot woot! Now I'm gonna celebrate by stuffing my face!,lost 4 pounds since doc visit last week woot woot gon na celebrate stuffing face
0,Hows that watch resizing,hows watch resizing
0,Ya very nice. . .be ready on thursday,ya nice ready thursday
0,A bloo bloo bloo I'll miss the first bowl,bloo bloo bloo miss first bowl
0,Haha... They cant what... At the most tmr forfeit... haha so how?,haha cant tmr forfeit haha
0,Are you wet right now?,wet right
0,Yup i thk so until e shop closes lor.,yup thk e shop closes lor
0,You have to pls make a note of all she.s exposed to. Also find out from her school if anyone else was vomiting. Is there a dog or cat in the house? Let me know later.,pls make note exposed also find school anyone else vomiting dog cat house let know later
0,Sorry . I will be able to get to you. See you in the morning.,sorry able get see morning
0,Even if he my friend he is a priest call him now,even friend priest call
1,Do you want a NEW video phone750 anytime any network mins 150 text for only five pounds per week call 08000776320 now or reply for delivery tomorrow,want new video phone750 anytime network mins 150 text five pounds per week call 08000776320 reply delivery tomorrow
0,Then just eat a shit and wait for ur monkey face bitch.......... U asshole..................,eat shit wait ur monkey face bitch u asshole
0,Ofcourse I also upload some songs,ofcourse also upload songs
0,Shall i come to get pickle,shall come get pickle
0,All these nice new shirts and the only thing I can wear them to is nudist themed ;_; you in mu?,nice new shirts thing wear nudist themed mu
0,Mm feeling sleepy. today itself i shall get that dear,mm feeling sleepy today shall get dear
1,FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv,freemsg hi baby wow got new cam moby wan na c hot pic fancy chat im w8in 4utxt rply chat 82242 hlp 08712317606 msg150p 2rcv
0,Hey come online! Use msn... We are all there,hey come online use msn
1,You are now unsubscribed all services. Get tons of sexy babes or hunks straight to your phone! go to http://gotbabes.co.uk. No subscriptions.,unsubscribed services get tons sexy babes hunks straight phone go http subscriptions
0,True dear..i sat to pray evening and felt so.so i sms'd you in some time...,true dear sat pray evening felt sms time
0,How much i gave to you. Morning.,much gave morning
0,Did you catch the bus ? Are you frying an egg ? Did you make a tea? Are you eating your mom's left over dinner ? Do you feel my Love ?,catch bus frying egg make tea eating mom left dinner feel love
0,HAPPY NEW YEAR MY NO.1 MAN,happy new year man
1,"U've been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday valued at £350! Dial 08712300220 to claim - National Rate Call. Bx526, SW73SS",u selected stay 1 250 top british hotels nothing holiday valued dial 08712300220 claim national rate call bx526 sw73ss
0,"Its ok., i just askd did u knw tht no?",askd u knw tht
0,Hello. They are going to the village pub at 8 so either come here or there accordingly. Ok?,hello going village pub 8 either come accordingly ok
0,So i could kiss and feel you next to me...,could kiss feel next
0,Dear reached railway. What happen to you,dear reached railway happen
0,Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.,anyway going shopping cos sis done yet dun disturb u liao
0,....photoshop makes my computer shut down.,photoshop makes computer shut
1,Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870,free top ringtone weekly 1st week subpoly 3 per
0,Wat uniform? In where get?,wat uniform get
0,"Sorry about earlier. Putting out fires.Are you around to talk after 9? Or do you actually have a life, lol!",sorry earlier putting around talk 9 actually life lol
1,"Hi, this is Mandy Sullivan calling from HOTMIX FM...you are chosen to receive £5000.00 in our Easter Prize draw.....Please telephone 09041940223 to claim before 29/03/05 or your prize will be transferred to someone else....",hi mandy sullivan calling hotmix fm chosen receive easter prize draw please telephone 09041940223 claim prize transferred someone else
0,Yo you around? A friend of mine's lookin to pick up later tonight,yo around friend mine lookin pick later tonight
0,Also track down any lighters you can find,also track lighters find
0,None of that's happening til you get here though,none happening til get though
0,As usual u can call me ard 10 smth.,usual u call ard 10 smth
0,Pls confirm the time to collect the cheque.,pls confirm time collect cheque
0,Haha mayb u're rite... U know me well. Da feeling of being liked by someone is gd lor. U faster go find one then all gals in our group attached liao.,haha mayb u rite u know well da feeling liked someone gd lor u faster go find one gals group attached liao
0,"I love you !!! You know? Can you feel it? Does it make your belly warm? I wish it does, my love ... I shall meet you in your dreams, Ahmad ... *adoring kiss*",love know feel make belly warm wish love shall meet dreams ahmad adoring kiss
0,Bognor it is! Should be splendid at this time of year.,bognor splendid time year
0,Still in the area of the restaurant. Ill try to come back soon,still area restaurant ill try come back soon
0,Is fujitsu s series lifebook good?,fujitsu series lifebook good
0,Haf u found him? I feel so stupid da v cam was working.,haf u found feel stupid da v cam working
0,Thanks for picking up the trash.,thanks picking trash
0,Well there's still a bit left if you guys want to tonight,well still bit left guys want tonight
0,"That's cool he'll be here all night, lemme know when you're around",cool night lem know around
0,"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine ""KUDI""yarasu dhina vaazhthukkal. ..",wiskey brandy rum gin beer vodka scotch shampain wine kudi yarasu dhina vaazhthukkal
0,Have you always been saying welp?,always saying welp
0,If I was I wasn't paying attention,paying attention
0,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us",sent jd customer service cum accounts executive ur mail id details contact us
0,Waaaat?? Lololo ok next time then!,waaaat lololo ok next time
0,Happy New Year Princess!,happy new year princess
0,Also maaaan are you missing out,also maaaan missing
0,"My sister in law, hope you are having a great month. Just saying hey. Abiola",sister law hope great month saying hey abiola
1,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,ur currently 500 pounds maximize ur send cash 86688 cc 08718720201 po box
1,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",ever notice driving anyone going slower idiot everyone driving faster maniac
0,Ü v ma fan...,ü v fan
0,Check with nuerologist.,check nuerologist
0,I bought the test yesterday. Its something that lets you know the exact day u ovulate.when will get 2u in about 2 to 3wks. But pls pls dont fret. I know u r worried. Pls relax. Also is there anything in ur past history u need to tell me?,bought test yesterday something lets know exact day u get 2u 2 3wks pls pls dont fret know u r worried pls relax also anything ur past history u need tell
0,"The house is on the water with a dock, a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel",house water dock boat rolled newscaster dabbles jazz flute behind wheel
0,Got smaller capacity one? Quite ex...,got smaller capacity one quite ex
0,I'm in school now n i'll be in da lab doing some stuff give me a call when ü r done.,school n da lab stuff give call ü r done
0,Are you willing to go for apps class.,willing go apps class
0,I cant pick the phone right now. Pls send a message,cant pick phone right pls send message
0,No. Thank you. You've been wonderful,thank wonderful
1,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! www.telediscount.co.uk,call germany 1 pence per minute call fixed line via access number 0844 861 85 prepayment direct access
0,Hi my email address has changed now it is ,hi email address changed
0,He didn't see his shadow. We get an early spring yay,see shadow get early spring yay
1,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTx,mobile 11mths update free oranges latest colour camera mobiles unlimited weekend calls call mobile upd8 freefone 08000839402 2stoptx
0,I hate when she does this. She turns what should be a fun shopping trip into an annoying day of how everything would look in her house.,hate turns fun shopping trip annoying day everything would look house
0,"Neither [in sterm voice] - i'm studying. All fine with me! Not sure the  thing will be resolved, tho. Anyway. Have a fab hols",neither sterm voice studying fine sure thing resolved tho anyway fab hols
